layout,almacen,CAPACITY,zona,MULTIPART,ISACTIVE
 EXP/AFTER/RES/F1,Fabrica 1,-1,EX3-7360EXP-Almoxarifado da Expedi??o,True,False
1-001-0001-00,Fabrica 2,4,ID2-7312ALM-Almoxarifado de Componentes,True,True
1-001-0001-10,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-001-0001-20,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-001-0001-30,Fabrica 3,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-001-0002-00,Fabrica 2,4,ID2-7312ALM-Almoxarifado de Componentes,True,True
1-001-0002-10,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-001-0002-20,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-001-0003-00,Fabrica 2,4,ID2-7312ALM-Almoxarifado de Componentes,True,True
1-001-0003-10,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-001-0003-20,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-001-0004-00,Fabrica 2,4,ID2-7312ALM-Almoxarifado de Componentes,True,True
1-001-0004-10,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-001-0004-20,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-001-0004-30,Fabrica 3,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-001-0005-00,Fabrica 2,4,ID2-7312ALM-Almoxarifado de Componentes,True,True
1-001-0005-10,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-001-0005-20,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-001-0005-30,Fabrica 3,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-001-0006-00,Fabrica 2,4,ID2-7312ALM-Almoxarifado de Componentes,True,True
1-001-0006-10,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-001-0006-20,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-001-0007-00,Fabrica 2,4,ID2-7312ALM-Almoxarifado de Componentes,True,True
1-001-0007-10,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-001-0007-20,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-001-0007-30,Fabrica 3,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-001-0008-00,Fabrica 2,4,ID2-7312ALM-Almoxarifado de Componentes,True,True
1-001-0008-10,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-001-0008-20,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-001-0008-30,Fabrica 3,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-001-0009-00,Fabrica 2,4,ID2-7312ALM-Almoxarifado de Componentes,True,True
1-001-0009-10,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-001-0009-20,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-001-0010-00,Fabrica 2,4,ID2-7312ALM-Almoxarifado de Componentes,True,True
1-001-0010-10,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-001-0010-20,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-001-0010-30,Fabrica 3,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-001-0011-00,Fabrica 2,4,ID2-7312ALM-Almoxarifado de Componentes,True,True
1-001-0011-10,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-001-0011-20,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-001-0011-30,Fabrica 3,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-001-0012-00,Fabrica 2,4,ID2-7312ALM-Almoxarifado de Componentes,True,True
1-001-0012-10,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-001-0012-20,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-001-0013-00,Fabrica 2,4,ID2-7312ALM-Almoxarifado de Componentes,True,True
1-001-0013-10,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-001-0013-20,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-001-0014-00,Fabrica 2,4,ID2-7312ALM-Almoxarifado de Componentes,True,True
1-001-0014-10,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-001-0014-20,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-001-0015-00,Fabrica 2,4,ID2-7312ALM-Almoxarifado de Componentes,True,True
1-001-0015-10,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-001-0015-20,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-001-0015-30,Fabrica 3,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-001-0016-00,Fabrica 2,4,ID2-7312ALM-Almoxarifado de Componentes,True,True
1-001-0016-10,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-001-0016-20,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-001-0017-00,Fabrica 2,4,ID2-7312ALM-Almoxarifado de Componentes,True,True
1-001-0017-10,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-001-0017-20,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-001-0018-00,Fabrica 2,4,ID2-7312ALM-Almoxarifado de Componentes,True,True
1-001-0018-10,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-001-0018-20,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-001-0019-00,Fabrica 2,4,ID2-7312ALM-Almoxarifado de Componentes,True,True
1-001-0019-10,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-001-0019-20,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-001-0023-00,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-001-0023-10,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-001-0023-20,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-001-0024-00,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-001-0024-10,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-001-0024-20,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-001-0025-00,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-001-0025-10,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-001-0025-20,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-001-0026-00,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-001-0026-10,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-001-0026-20,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-001-0027-00,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-001-0027-10,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-001-0027-20,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-001-0028-00,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-001-0028-10,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-001-0028-20,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-001-0029-00,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-001-0029-10,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-001-0029-20,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-001-0030-00,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-001-0030-10,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-001-0030-20,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-001-0031-00,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-001-0031-10,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-001-0031-20,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-001-0032-00,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-001-0032-10,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-001-0032-20,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-001-0033-00,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-001-0033-10,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-001-0033-20,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-001-0034-00,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-001-0034-10,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-001-0034-20,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-001-0035-00,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-001-0035-10,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-001-0035-20,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-001-0036-00,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-001-0036-10,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-001-0036-20,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-001-0037-00,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-001-0037-10,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-001-0037-20,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-001-0038-00,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-001-0038-10,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-001-0038-20,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-001-0039-00,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-001-0039-10,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-001-0039-20,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-001-0040-00,Fabrica 2,4,ID2-7312ALM-Almoxarifado de Componentes,True,True
1-001-0040-10,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-001-0040-20,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-001-0041-00,Fabrica 2,4,ID2-7312ALM-Almoxarifado de Componentes,True,True
1-001-0041-10,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-001-0041-20,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-001-0042-00,Fabrica 2,4,ID2-7312ALM-Almoxarifado de Componentes,True,True
1-001-0042-10,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-001-0042-20,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-001-0043-00,Fabrica 2,4,ID2-7312ALM-Almoxarifado de Componentes,True,True
1-001-0043-10,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-001-0043-20,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-001-0044-00,Fabrica 2,4,ID2-7312ALM-Almoxarifado de Componentes,True,True
1-001-0044-10,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-001-0044-20,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-001-0045-00,Fabrica 2,4,ID2-7312ALM-Almoxarifado de Componentes,True,True
1-001-0045-10,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-001-0045-20,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-001-0046-00,Fabrica 2,4,ID2-7312ALM-Almoxarifado de Componentes,True,True
1-001-0046-10,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-001-0046-20,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-001-0047-00,Fabrica 2,4,ID2-7312ALM-Almoxarifado de Componentes,True,True
1-001-0047-10,Fabrica 2,,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-001-0047-20,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-001-0048-30,Fabrica 3,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-001-0049-00,Fabrica 3,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-001-0049-10,Fabrica 3,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-001-0049-30,Fabrica 3,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-001-0050-00,Fabrica 3,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-001-0051-00,Fabrica 3,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-001-0051-20,Fabrica 3,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-001-0052-00,Fabrica 3,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-001-0052-10,Fabrica 3,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-001-0052-20,Fabrica 3,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-001-0053-00,Fabrica 3,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0001-00,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0001-10,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0001-20,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0001-30,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0002-00,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0002-10,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0002-20,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0002-30,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0003-00,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0003-10,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0003-20,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0003-30,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0004-00,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0004-10,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0004-20,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0004-30,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0005-00,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0005-10,Fabrica 2,2,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0005-20,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0005-30,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0006-00,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0006-10,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0006-20,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0006-30,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0007-00,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0007-10,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0007-20,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0007-30,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0008-00,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0008-01,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0008-02,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0008-03,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0008-10,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0008-11,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0008-12,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0008-13,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0008-20,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0008-30,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0009-00,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0009-01,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0009-02,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0009-03,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0009-10,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0009-11,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0009-12,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0009-13,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0009-20,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0009-30,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0010-00,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0010-01,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0010-02,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0010-03,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0010-10,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0010-11,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0010-12,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0010-13,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0010-20,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0010-30,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0011-00,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0011-01,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0011-02,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0011-03,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0011-10,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0011-11,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0011-12,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0011-13,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0011-20,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0011-30,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0012-00,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0012-01,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0012-02,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0012-03,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0012-10,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0012-11,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0012-12,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0012-13,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0012-20,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0012-30,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0013-00,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0013-01,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0013-02,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0013-03,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0013-10,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0013-11,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0013-12,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0013-13,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0013-20,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0013-30,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0014-00,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0014-01,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0014-02,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0014-03,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0014-10,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0014-11,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0014-12,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0014-13,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0014-20,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0014-30,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0015-00,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0015-01,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0015-02,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0015-03,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0015-10,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0015-11,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0015-12,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0015-13,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0015-20,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0015-30,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0016-00,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0016-01,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0016-02,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0016-03,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0016-10,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0016-11,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0016-12,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0016-13,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0016-20,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0016-30,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0017-00,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0017-01,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0017-02,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0017-03,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0017-10,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0017-11,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0017-12,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0017-13,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0017-20,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0017-30,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0018-00,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0018-01,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0018-02,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0018-03,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0018-10,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0018-11,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0018-12,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0018-13,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0018-20,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0018-30,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0019-00,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0019-01,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0019-02,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0019-03,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0019-10,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0019-11,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0019-12,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0019-13,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0019-20,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0019-30,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0020-00,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
