layout,almacen,CAPACITY,zona,MULTIPART,ISACTIVE
1-002-0079-12,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0079-13,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0079-20,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0079-30,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0080-00,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0080-01,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0080-02,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0080-03,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0080-10,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0080-11,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0080-12,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0080-13,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0080-20,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0080-30,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0081-00,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0081-01,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0081-02,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0081-03,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0081-10,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0081-11,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0081-12,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0081-13,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0081-20,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0081-30,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0082-00,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0082-01,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0082-02,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0082-03,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0082-10,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0082-11,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0082-12,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0082-13,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0082-20,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0082-30,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0083-00,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0083-01,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0083-02,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0083-03,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0083-10,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0083-11,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0083-12,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0083-13,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0083-20,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0083-30,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0084-00,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0084-01,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0084-02,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0084-03,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0084-10,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0084-11,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0084-12,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0084-13,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0084-20,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0084-30,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0085-00,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0085-01,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0085-02,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0085-03,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0085-10,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0085-11,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0085-12,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0085-13,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0085-20,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0085-30,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0086-00,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0086-01,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0086-02,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0086-03,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0086-10,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0086-11,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0086-12,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0086-13,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0086-20,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0086-30,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0087-00,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0087-01,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0087-02,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0087-03,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0087-10,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0087-11,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0087-12,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0087-13,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0087-20,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0087-30,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0088-00,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0088-01,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0088-02,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0088-03,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0088-10,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0088-11,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0088-12,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0088-13,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0088-20,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0088-30,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0089-00,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0089-01,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0089-02,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0089-03,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0089-10,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0089-11,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0089-12,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0089-13,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0089-20,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0089-30,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0090-00,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0090-01,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0090-02,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0090-03,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0090-10,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0090-11,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0090-12,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0090-13,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0090-20,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0090-30,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0091-00,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0091-01,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0091-02,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0091-03,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0091-10,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0091-11,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0091-12,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0091-13,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0091-20,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0091-30,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0092-00,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0092-01,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0092-02,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0092-03,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0092-10,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0092-11,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0092-12,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0092-13,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0092-20,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0092-30,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0093-00,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0093-01,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0093-02,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0093-03,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0093-10,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0093-11,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0093-12,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0093-13,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0093-20,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0093-30,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0094-00,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0094-01,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0094-02,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0094-03,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0094-10,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0094-11,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0094-12,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0094-13,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0094-20,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0094-30,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0096-00,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0096-01,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0096-02,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0096-03,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0096-10,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0096-11,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0096-12,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0096-13,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0096-20,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0096-30,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0098-00,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0098-01,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0098-02,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0098-03,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0098-10,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0098-11,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0098-12,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0098-13,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0098-20,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-002-0098-30,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-003-0001-00,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-003-0001-01,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-003-0001-02,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-003-0001-03,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-003-0001-04,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-003-0001-05,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-003-0001-10,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-003-0001-11,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-003-0001-12,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-003-0001-13,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-003-0001-14,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-003-0001-15,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-003-0001-20,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-003-0001-21,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-003-0001-22,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-003-0001-23,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-003-0001-24,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-003-0001-25,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-003-0001-30,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-003-0001-31,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-003-0001-40,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-003-0001-41,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-003-0001-50,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-003-0001-51,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-003-0002-00,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-003-0002-01,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-003-0002-02,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-003-0002-03,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-003-0002-04,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-003-0002-05,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-003-0002-10,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-003-0002-11,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-003-0002-12,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-003-0002-13,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-003-0002-14,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-003-0002-15,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-003-0002-20,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-003-0002-21,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-003-0002-22,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-003-0002-23,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-003-0002-24,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-003-0002-25,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-003-0002-30,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-003-0002-31,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-003-0002-40,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-003-0002-41,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-003-0002-50,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-003-0002-51,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-003-0003-00,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-003-0003-01,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-003-0003-02,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-003-0003-03,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-003-0003-04,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-003-0003-05,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-003-0003-10,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-003-0003-11,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-003-0003-12,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-003-0003-13,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-003-0003-14,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-003-0003-15,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-003-0003-20,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-003-0003-21,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-003-0003-22,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-003-0003-23,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-003-0003-24,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-003-0003-25,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-003-0003-30,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-003-0003-31,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-003-0003-40,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-003-0003-41,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-003-0003-50,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-003-0003-51,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-003-0004-00,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-003-0004-01,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-003-0004-02,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-003-0004-03,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-003-0004-04,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-003-0004-05,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-003-0004-10,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-003-0004-11,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-003-0004-12,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-003-0004-13,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-003-0004-14,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-003-0004-15,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-003-0004-20,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-003-0004-21,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-003-0004-22,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-003-0004-23,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-003-0004-24,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-003-0004-25,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-003-0004-30,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-003-0004-31,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-003-0004-40,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-003-0004-41,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-003-0004-50,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-003-0004-51,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-003-0005-00,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-003-0005-01,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-003-0005-02,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-003-0005-03,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-003-0005-04,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-003-0005-05,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-003-0005-10,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-003-0005-11,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-003-0005-12,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-003-0005-13,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-003-0005-14,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-003-0005-15,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-003-0005-20,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-003-0005-21,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-003-0005-22,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-003-0005-23,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-003-0005-24,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-003-0005-25,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-003-0005-30,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-003-0005-31,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-003-0005-40,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-003-0005-41,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-003-0005-50,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-003-0005-51,Fabrica 2,1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-003-0006-00,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-003-0006-01,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-003-0006-02,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
1-003-0006-03,Fabrica 2,-1,ID2-7312ALM-Almoxarifado de Componentes,False,True
